CUSTOMER_ID,EMPLOYEE_SIZE,CUSTOMER_SEGMENT
H01244177,26 to 200,NAM Low-Touch
H01244195,1 to 25,NAM Low-Touch
H01244311,1 to 25,NAM Low-Touch
H01244413,1 to 25,International Low-touch
H01244429,201 or Above,NAM Partner
H01244447,26 to 200,International Direct
H01244448,1 to 25,NAM Low-Touch
H01244535,1 to 25,NAM Low-Touch
H01244585,201 or Above,NAM Direct
H01244598,1 to 25,NAM Partner
H01244609,26 to 200,NAM Partner
H01244676,1 to 25,NAM Low-Touch
H01244869,1 to 25,International Partner
H01245014,1 to 25,International Direct
H01245070,1 to 25,NAM Direct
H01245092,1 to 25,NAM Unowned
H01245095,26 to 200,NAM Unowned
H01245264,201 or Above,NAM Unowned
H01341646,201 or Above,NAM High-touch
H01341719,26 to 200,NAM Direct
H01341826,1 to 25,NAM Low-Touch
H01341940,26 to 200,NAM Low-Touch
H01342024,201 or Above,NAM Low-Touch
H01342035,1 to 25,NAM Low-Touch
H01342055,Undefined,NAM Low-Touch
H01342094,201 or Above,NAM Direct
H01342115,1 to 25,NAM Low-Touch
H01342458,1 to 25,International Low-touch
H01342472,26 to 200,NAM Low-Touch
H01342504,26 to 200,NAM Low-Touch
H01342619,1 to 25,NAM Partner
H01342694,1 to 25,International Low-touch
H01342719,26 to 200,NAM Low-Touch
H01342957,26 to 200,International Direct
H01342993,26 to 200,International Direct
H01343038,Undefined,International Low-touch
H01343108,26 to 200,NAM Low-Touch
H01343280,1 to 25,NAM Partner
H01343292,26 to 200,NAM Low-Touch
H01343302,Undefined,NAM Low-Touch
H01343396,1 to 25,NAM High-touch
H01343401,26 to 200,NAM Direct
H01343528,26 to 200,NAM Low-Touch
H01343803,1 to 25,International Low-touch
H01343835,1 to 25,International Direct
H01343880,1 to 25,International Partner
H01343899,1 to 25,International Direct
H01343912,1 to 25,NAM Partner
H01343938,26 to 200,NAM Direct
H01343996,1 to 25,International Low-touch
H01344026,1 to 25,NAM Low-Touch
H01344100,1 to 25,NAM Low-Touch
H01344309,26 to 200,International Partner
H01344326,1 to 25,NAM Low-Touch
H01344392,1 to 25,NAM Low-Touch
H01344554,1 to 25,NAM Unowned
H01344585,26 to 200,NAM Low-Touch
H01344683,201 or Above,NAM Low-Touch
H01344834,1 to 25,International Direct
H01344879,Undefined,NAM Low-Touch
H01344924,1 to 25,NAM High-touch
H01344938,1 to 25,NAM Low-Touch
H01344952,1 to 25,International Low-touch
H01345008,1 to 25,International Direct
H01345087,201 or Above,NAM Low-Touch
H01345147,1 to 25,NAM Unowned
H01345192,1 to 25,International Low-touch
H01345341,1 to 25,NAM Unowned
H0141042,201 or Above,NAM Low-Touch
H0141096,26 to 200,NAM High-touch
H0141129,201 or Above,NAM High-touch
H0141145,26 to 200,International Direct
H0141151,26 to 200,NAM Low-Touch
H0141155,26 to 200,NAM Low-Touch
H0141386,26 to 200,NAM Low-Touch
H0141413,26 to 200,NAM Low-Touch
H0141533,1 to 25,NAM Direct
H0141540,26 to 200,NAM Low-Touch
H0141546,26 to 200,NAM Low-Touch
H0141623,1 to 25,NAM Low-Touch
H0141666,1 to 25,NAM Low-Touch
H0141869,26 to 200,NAM Partner
H0142014,1 to 25,NAM Low-Touch
H0142105,26 to 200,NAM Low-Touch
H0142240,26 to 200,NAM Low-Touch
H0142299,26 to 200,NAM Partner
H0142313,1 to 25,NAM Low-Touch
H0142371,26 to 200,NAM High-touch
H0142535,201 or Above,NAM Partner
H0142537,1 to 25,International Partner
H0142782,26 to 200,NAM Direct
H0142901,26 to 200,NAM High-touch
H0142984,201 or Above,NAM High-touch
H0143009,26 to 200,NAM Partner
H0143084,26 to 200,NAM Direct
H0143223,201 or Above,NAM Low-Touch
H0143381,26 to 200,NAM Low-Touch
H0143464,26 to 200,International Partner
H0143485,26 to 200,NAM Low-Touch
H0143551,26 to 200,International Direct
H0143576,26 to 200,NAM Direct
H0143592,26 to 200,International Low-touch
H0143616,201 or Above,NAM Low-Touch
H0143670,26 to 200,NAM Low-Touch
H0143706,1 to 25,International Partner
H0143713,201 or Above,NAM High-touch
H0143776,201 or Above,NAM Direct
H0143919,26 to 200,NAM High-touch
H0143952,1 to 25,NAM High-touch
H0143959,26 to 200,NAM Partner
H0143976,201 or Above,NAM High-touch
H0143991,26 to 200,NAM Low-Touch
H0144039,26 to 200,International High-touch
H0144081,1 to 25,NAM Low-Touch
H0144098,26 to 200,International Low-touch
H01441126,1 to 25,NAM High-touch
H0144135,1 to 25,NAM Low-Touch
H01441565,Undefined,International Direct
H01441908,26 to 200,NAM Partner
H01441977,201 or Above,NAM Partner
H01442096,1 to 25,NAM Low-Touch
H01442252,201 or Above,International High-touch
H01442298,1 to 25,NAM Partner
H01442314,1 to 25,NAM Partner
H01442315,26 to 200,International Direct
H01442316,26 to 200,International Direct
H01442327,26 to 200,International Low-touch
H01442417,1 to 25,NAM Low-Touch
H0144244,201 or Above,NAM Partner
H01442498,1 to 25,NAM Low-Touch
H01442543,201 or Above,NAM Direct
H01442604,26 to 200,NAM Direct
H01442668,1 to 25,International Low-touch
H01442697,26 to 200,NAM Partner
H01442769,26 to 200,NAM Partner
H01442784,26 to 200,NAM Direct
H0144284,26 to 200,International Low-touch
H01442870,1 to 25,NAM Low-Touch
H01442903,1 to 25,NAM Low-Touch
H01442906,1 to 25,International Low-touch
H01442972,201 or Above,International Low-touch
H01442998,1 to 25,International Direct
H01443000,1 to 25,NAM Low-Touch
H01443088,1 to 25,International Direct
H01443272,1 to 25,NAM Low-Touch
H01443280,1 to 25,NAM Low-Touch
H01443298,1 to 25,International Direct
H01443461,26 to 200,International Low-touch
H0144364,1 to 25,NAM Low-Touch
H01443790,26 to 200,NAM High-touch
H01443799,Undefined,NAM Low-Touch
H01443883,1 to 25,International Direct
H01443909,26 to 200,NAM High-touch
H01443942,1 to 25,NAM Direct
H01444000,26 to 200,International Direct
H01444017,26 to 200,NAM Low-Touch
H01444053,26 to 200,NAM High-touch
H01444058,1 to 25,NAM Partner
H01444115,201 or Above,NAM Direct
H01444177,1 to 25,NAM Low-Touch
H0144424,26 to 200,NAM Partner
H01444244,1 to 25,International Partner
H01444272,Undefined,International Low-touch
H0144434,26 to 200,NAM Direct
H01444439,1 to 25,NAM Low-Touch
H01444478,26 to 200,International Low-touch
H01444523,Undefined,NAM Low-Touch
H01444568,1 to 25,International Direct
H01444587,1 to 25,NAM Partner
H01444590,1 to 25,International Low-touch
H0144461,1 to 25,International Partner
H01444682,201 or Above,NAM Low-Touch
H01444730,26 to 200,NAM Low-Touch
H01444750,Undefined,NAM Low-Touch
H0144477,26 to 200,NAM Partner
H01444822,26 to 200,NAM Low-Touch
H01444832,26 to 200,NAM High-touch
H01444871,1 to 25,NAM Low-Touch
H01444900,1 to 25,NAM Low-Touch
H01444905,26 to 200,International Partner
H01444907,Undefined,International Partner
H0144495,1 to 25,NAM Low-Touch
H01445043,1 to 25,NAM Unowned
H01445171,Undefined,NAM Low-Touch
H0144522,26 to 200,International Partner
H01445262,1 to 25,NAM Unowned
H01445378,1 to 25,NAM Unowned
H0144541,1 to 25,NAM High-touch
H0144581,26 to 200,NAM Direct
H0144600,201 or Above,NAM Low-Touch
H0144606,201 or Above,NAM Direct
H0144658,26 to 200,NAM Low-Touch
H0144758,26 to 200,NAM Low-Touch
H0144784,1 to 25,International Direct
H0144852,26 to 200,NAM High-touch
H0144932,26 to 200,NAM Direct
H0144936,1 to 25,NAM Partner
H0145027,1 to 25,International Direct
H0145050,1 to 25,NAM High-touch
H0145053,26 to 200,NAM Partner
H0145117,1 to 25,NAM Low-Touch
H0145158,1 to 25,International Direct
H0145174,26 to 200,NAM Low-Touch
H0145236,1 to 25,International Direct
H0145282,26 to 200,International Direct
H0145292,26 to 200,International Partner
H0145339,1 to 25,International Partner
H0145341,201 or Above,NAM High-touch
H0145342,26 to 200,NAM Low-Touch
H0145365,201 or Above,NAM Direct
H0145473,1 to 25,International Direct
H0145497,26 to 200,NAM Direct
H0145503,26 to 200,NAM Low-Touch
H0145540,1 to 25,International Low-touch
H0145547,26 to 200,NAM Partner
H0145663,201 or Above,International Direct
H0145801,26 to 200,International Direct
H0145860,1 to 25,NAM Direct
H0145945,26 to 200,NAM Direct
H0145951,1 to 25,International Direct
H0145979,201 or Above,NAM Direct
H0146136,1 to 25,NAM Low-Touch
H0146270,201 or Above,NAM Low-Touch
H0146355,201 or Above,International Direct
H0146398,1 to 25,NAM Low-Touch
H0146517,1 to 25,International Low-touch
H0146627,1 to 25,NAM Low-Touch
H0146652,26 to 200,NAM Low-Touch
H0146885,26 to 200,NAM Low-Touch
H0147559,1 to 25,NAM High-touch
H0148601,26 to 200,International Low-touch
H01541715,201 or Above,NAM Low-Touch
H01541773,1 to 25,NAM Direct
H01542192,201 or Above,NAM Direct
H01542259,26 to 200,International Low-touch
H01542406,26 to 200,NAM Direct
H01542432,1 to 25,NAM Low-Touch
H01542465,1 to 25,International Partner
H01542532,1 to 25,NAM Low-Touch
H01542605,26 to 200,International Direct
H01542675,201 or Above,NAM Direct
H01542786,201 or Above,NAM Low-Touch
H01542875,1 to 25,NAM Low-Touch
H01543005,26 to 200,International Partner
H01543030,26 to 200,International Partner
H01543225,1 to 25,NAM Low-Touch
H01543391,1 to 25,NAM Direct
H01543786,26 to 200,International Direct
H01543807,201 or Above,NAM Direct
H01543829,26 to 200,NAM Partner
H01543838,26 to 200,International Low-touch
H01543868,26 to 200,NAM Direct
H01543903,1 to 25,NAM Partner
H01543925,201 or Above,International Direct
H01544001,26 to 200,NAM Low-Touch
H01544018,1 to 25,NAM Low-Touch
H01544032,1 to 25,International Direct
H01544149,26 to 200,NAM Low-Touch
H01544187,1 to 25,International Low-touch
H01544291,1 to 25,NAM Low-Touch
H01544336,26 to 200,NAM Low-Touch
H01544350,26 to 200,NAM Direct
H01544392,26 to 200,International Direct
H01544397,1 to 25,NAM Low-Touch
H01544453,26 to 200,NAM Direct
H01544466,1 to 25,NAM Low-Touch
H01544504,1 to 25,International Direct
H01544570,1 to 25,NAM Unowned
H01544607,26 to 200,International Direct
H01544663,1 to 25,NAM Low-Touch
H01544676,1 to 25,NAM Low-Touch
H01544862,26 to 200,International Partner
H01544869,201 or Above,NAM High-touch
H01544920,1 to 25,NAM Partner
H01544954,1 to 25,NAM Low-Touch
H01544957,201 or Above,NAM Low-Touch
H01545070,1 to 25,International Partner
H01545182,1 to 25,NAM Low-Touch
H01545185,1 to 25,International Direct
H01545192,26 to 200,NAM Low-Touch
H01545412,1 to 25,NAM Unowned
H01641170,1 to 25,International Low-touch
H01641582,1 to 25,International Low-touch
H01641728,1 to 25,International Partner
H01641785,1 to 25,NAM Low-Touch
H01641945,1 to 25,NAM Direct
H01642151,201 or Above,NAM Direct
H01642158,1 to 25,NAM Low-Touch
H01642220,26 to 200,International Direct
H01642229,26 to 200,NAM Low-Touch
H01642337,26 to 200,International Direct
H01642451,1 to 25,NAM Unowned
H01642595,1 to 25,International Direct
H01642627,26 to 200,NAM Direct
H01642636,26 to 200,NAM Direct
H01642637,1 to 25,NAM Low-Touch
H01642654,201 or Above,NAM Low-Touch
H01642673,1 to 25,NAM Low-Touch
H01642730,1 to 25,International Direct
H01642800,1 to 25,NAM Partner
H01642889,1 to 25,NAM Low-Touch
H01642975,1 to 25,International Direct
H01643052,26 to 200,International Low-touch
H01643057,Undefined,NAM Low-Touch
H01643222,26 to 200,NAM Low-Touch
H01643224,1 to 25,NAM Direct
H01643268,1 to 25,NAM Low-Touch
H01643354,1 to 25,NAM Low-Touch
H01643485,26 to 200,NAM High-touch
H01643796,201 or Above,NAM Direct
H01643798,201 or Above,International High-touch
H01643815,26 to 200,International Direct
H01643844,1 to 25,NAM Low-Touch
H01643903,1 to 25,NAM Direct
H01643925,1 to 25,NAM Low-Touch
H01643958,1 to 25,NAM Low-Touch
H01643998,26 to 200,NAM Low-Touch
H01644054,1 to 25,NAM Direct
H01644169,26 to 200,International Direct
H01644311,26 to 200,NAM High-touch
H01644370,26 to 200,NAM Direct
H01644487,26 to 200,International Direct
H01644506,1 to 25,NAM Low-Touch
H01644607,1 to 25,International Direct
H01644612,26 to 200,NAM Unowned
H01644675,1 to 25,NAM Low-Touch
H01644700,26 to 200,International Partner
H01644712,1 to 25,International Direct
H01644756,1 to 25,NAM Low-Touch
H01644762,Undefined,NAM Low-Touch
H01644928,1 to 25,NAM Low-Touch
H01644945,1 to 25,NAM Low-Touch
H01645103,1 to 25,International Partner
H01645167,26 to 200,International Direct
H01645228,1 to 25,NAM Unowned
H01645230,1 to 25,NAM Low-Touch
H01645338,1 to 25,NAM Unowned
H01741715,26 to 200,International Low-touch
H01742216,1 to 25,NAM Low-Touch
H01742364,26 to 200,NAM Direct
H01742401,1 to 25,International Low-touch
H01742406,26 to 200,NAM Low-Touch
H01742417,1 to 25,NAM Partner
H01742451,1 to 25,NAM Low-Touch
H01742473,1 to 25,NAM Low-Touch
H01742539,1 to 25,NAM Low-Touch
H01742613,26 to 200,International Low-touch
H01742707,26 to 200,NAM Partner
H01742814,26 to 200,NAM Low-Touch
H01742952,26 to 200,International Direct
H01742959,1 to 25,NAM Low-Touch
H01743003,1 to 25,NAM Low-Touch
H01743011,Undefined,International Direct
H01743053,1 to 25,NAM Direct
H01743294,1 to 25,International Direct
H01743446,1 to 25,International Low-touch
H01743799,26 to 200,NAM Low-Touch
H01743851,26 to 200,NAM Direct
H01743882,26 to 200,International Low-touch
H01743923,1 to 25,NAM Direct
H01743929,1 to 25,NAM Low-Touch
H01743966,1 to 25,International Direct
H01743995,Undefined,NAM Low-Touch
H01744112,26 to 200,NAM Direct
H01744130,26 to 200,NAM Low-Touch
H01744139,1 to 25,NAM High-touch
H01744177,26 to 200,NAM Low-Touch
H01744180,26 to 200,International Low-touch
H01744231,1 to 25,International Low-touch
H01744523,1 to 25,NAM Low-Touch
H01744567,1 to 25,NAM Direct
H01744592,26 to 200,NAM Low-Touch
H01744639,1 to 25,NAM Direct
H01744669,1 to 25,NAM Partner
H01744671,1 to 25,International Low-touch
H01744699,1 to 25,International Direct
H01744721,1 to 25,NAM Partner
H01744750,1 to 25,NAM Low-Touch
H01744757,26 to 200,International Direct
H01744794,26 to 200,International Direct
H01744826,1 to 25,NAM High-touch
H01744833,26 to 200,NAM Partner
H01744919,201 or Above,NAM Unowned
H01744984,Undefined,International Partner
H01745100,Undefined,NAM Partner
H01745107,26 to 200,NAM Low-Touch
H01745234,26 to 200,NAM Unowned
H01841715,1 to 25,NAM Low-Touch
H01841748,26 to 200,NAM Direct
H01841773,1 to 25,NAM Low-Touch
H01841779,26 to 200,NAM Low-Touch
H01841848,1 to 25,International Low-touch
H01841955,26 to 200,NAM Low-Touch
H01842089,201 or Above,NAM High-touch
H01842162,1 to 25,NAM Low-Touch
H01842556,201 or Above,NAM Direct
H01842669,1 to 25,NAM Low-Touch
H01842842,26 to 200,NAM High-touch
H01842843,1 to 25,NAM Low-Touch
H01842873,26 to 200,NAM Low-Touch
H01842942,26 to 200,NAM Low-Touch
H01843024,1 to 25,NAM Low-Touch
H01843344,1 to 25,NAM Low-Touch
H01843470,26 to 200,International Low-touch
H01843629,26 to 200,NAM Direct
H01843749,201 or Above,International Direct
H01843776,1 to 25,NAM Low-Touch
H01843837,26 to 200,NAM Low-Touch
H01843866,1 to 25,NAM Direct
H01843898,26 to 200,International Low-touch
H01843909,1 to 25,NAM Low-Touch
H01843922,1 to 25,NAM Low-Touch
H01843937,26 to 200,International Low-touch
H01843953,1 to 25,International Direct
H01844062,1 to 25,NAM Partner
H01844078,201 or Above,International Partner
H01844101,201 or Above,NAM High-touch
H01844102,1 to 25,NAM Partner
H01844103,1 to 25,International Direct
H01844174,Undefined,International Partner
H01844286,1 to 25,NAM Low-Touch
H01844310,1 to 25,International Direct
H01844348,1 to 25,International Low-touch
H01844421,1 to 25,NAM Partner
H01844518,1 to 25,NAM Partner
H01844530,Undefined,NAM Low-Touch
H01844588,1 to 25,NAM Low-Touch
H01844620,26 to 200,International Partner
H01844624,1 to 25,International Partner
H01844739,1 to 25,NAM Low-Touch
H01844786,1 to 25,NAM Low-Touch
H01844789,1 to 25,NAM Low-Touch
H01844792,1 to 25,NAM Low-Touch
H01844908,26 to 200,International Direct
H01844923,26 to 200,NAM High-touch
H01844944,1 to 25,NAM Low-Touch
H01845006,Undefined,NAM High-touch
H01845103,201 or Above,International Low-touch
H01845234,1 to 25,NAM Low-Touch
H01941594,201 or Above,NAM Low-Touch
H01941697,26 to 200,NAM Direct
H01941882,201 or Above,NAM Direct
H01941902,26 to 200,NAM Partner
H01941946,1 to 25,NAM Low-Touch
H01942038,201 or Above,International Direct
H01942073,1 to 25,NAM Low-Touch
H01942173,1 to 25,International Partner
H01942197,1 to 25,NAM Low-Touch
H01942199,26 to 200,NAM Partner
H01942254,1 to 25,International Direct
H01942275,26 to 200,International Low-touch
H01942372,1 to 25,International Direct
H01942423,1 to 25,NAM Low-Touch
H01942448,201 or Above,NAM Low-Touch
H01942463,1 to 25,International Direct
H01942500,1 to 25,NAM Partner
H01942526,26 to 200,NAM Partner
H01942546,26 to 200,NAM High-touch
H01942638,1 to 25,NAM Low-Touch
H01942705,26 to 200,International Direct
H01942839,26 to 200,International Low-touch
H01942859,Undefined,NAM Low-Touch
H01942889,1 to 25,International Partner
H01942971,1 to 25,International Direct
H01943108,1 to 25,NAM Low-Touch
H01943290,26 to 200,International Low-touch
H01943347,1 to 25,International Low-touch
H01943784,1 to 25,NAM Low-Touch
H01943909,26 to 200,International Partner
H01943954,201 or Above,NAM High-touch
H01943976,26 to 200,International Direct
H01944121,201 or Above,NAM Low-Touch
H01944134,26 to 200,International Direct
H01944191,26 to 200,NAM Low-Touch
H01944266,201 or Above,NAM Low-Touch
H01944305,1 to 25,NAM Low-Touch
H01944322,26 to 200,International Direct
H01944354,26 to 200,International Direct
H01944511,26 to 200,International Direct
H01944522,1 to 25,NAM Low-Touch
H01944525,1 to 25,International Direct
H01944535,201 or Above,International Direct
H01944562,26 to 200,NAM Low-Touch
H01944679,26 to 200,NAM Low-Touch
H01944707,1 to 25,International Low-touch
H01944781,1 to 25,NAM Low-Touch
H01944959,Undefined,NAM Low-Touch
H01945015,1 to 25,NAM Low-Touch
H01945405,26 to 200,NAM Unowned
H02041610,26 to 200,International Direct
H02041639,26 to 200,NAM Low-Touch
H02041687,1 to 25,NAM Low-Touch
H02041797,1 to 25,International Direct
H02041818,1 to 25,NAM Low-Touch
H02041822,1 to 25,NAM Low-Touch
H02041876,1 to 25,International Direct
H02041907,26 to 200,NAM Low-Touch
H02041932,1 to 25,NAM Low-Touch
H02042016,26 to 200,NAM Direct
H02042042,201 or Above,NAM High-touch
H02042256,26 to 200,NAM High-touch
H02042420,1 to 25,NAM High-touch
H02042519,1 to 25,International Low-touch
H02042716,26 to 200,NAM Partner
H02042768,1 to 25,NAM Partner
H02042901,1 to 25,International Direct
H02042948,1 to 25,International Low-touch
H02043055,201 or Above,International Direct
H02043283,1 to 25,NAM Low-Touch
H02043320,26 to 200,NAM Direct
H02043333,1 to 25,International Direct
H02043449,26 to 200,NAM Low-Touch
H02043464,1 to 25,International Direct
H02043490,1 to 25,NAM Low-Touch
H02043794,201 or Above,NAM High-touch
H02043809,26 to 200,NAM Low-Touch
H02043829,26 to 200,NAM Low-Touch
H02043895,1 to 25,International Low-touch
H02043957,26 to 200,NAM Low-Touch
H02043969,1 to 25,NAM Direct
H02043975,201 or Above,NAM Low-Touch
H02043989,1 to 25,NAM Partner
H02043992,26 to 200,NAM Direct
